OBD1 ID,OBD2 ID,OBD3 ID,region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,region_10,region_11,contacts_broken,chimera_distance,barcode_distance,frequency
17,118,192,1,2,0,0,2,1,2,2,2,1,2,24,30,33,8.580119006250617e-06
