OBD1 ID,OBD2 ID,OBD3 ID,region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_7,region_8,region_8,region_9,region_10,region_11,contacts_broken,chimera_distance,barcode_distance,frequency
17,121,182,1,2,1,2,1,0,0,2,1,0,2,14,33,33,0.00046838909904820474
