ID,Count,Frequency
44,2,0.003367003367003367
55,2,0.003367003367003367
57,1,0.0016835016835016834
58,2,0.003367003367003367
59,1,0.0016835016835016834
72,1,0.0016835016835016834
83,1,0.0016835016835016834
93,1,0.0016835016835016834
97,1,0.0016835016835016834
102,1,0.0016835016835016834
104,1,0.0016835016835016834
118,1,0.0016835016835016834
121,2,0.003367003367003367
126,5,0.008417508417508417
129,1,0.0016835016835016834
139,1,0.0016835016835016834
143,15,0.025252525252525252
155,150,0.25252525252525254
158,14,0.02356902356902357
162,1,0.0016835016835016834
164,3,0.005050505050505051
178,1,0.0016835016835016834
