ID,Count,Frequency
181,8437,0.04484283481976763
182,8098,0.0430410425945808
183,12263,0.06517810636420653
184,18530,0.0984873449342532
185,12284,0.06528972181178447
186,21677,0.1152137170070052
187,6688,0.0355468625429188
188,4936,0.02623494520213026
189,8253,0.043864870898132305
190,7098,0.03772602128134534
191,13750,0.07308154305698766
192,12113,0.0643808531672212
193,12515,0.06651749173514186
194,5650,0.030029870419780384
195,9590,0.05097105439392812
196,4391,0.023338258586416933
197,13020,0.06920157749832577
198,8853,0.047053883686073585
