ID,Count,Frequency
33,2,0.003367003367003367
40,2,0.003367003367003367
57,1,0.0016835016835016834
67,5,0.008417508417508417
72,2,0.003367003367003367
78,4,0.006734006734006734
79,1,0.0016835016835016834
83,1,0.0016835016835016834
98,1,0.0016835016835016834
117,1,0.0016835016835016834
133,1,0.0016835016835016834
139,1,0.0016835016835016834
140,2,0.003367003367003367
143,11,0.018518518518518517
155,136,0.22895622895622897
158,12,0.020202020202020204
165,1,0.0016835016835016834
176,1,0.0016835016835016834
178,1,0.0016835016835016834
