ID,Count,Frequency
19,1753,0.007624291610669659
20,1193,0.00518869360612031
21,296,0.0012873875166903703
22,677,0.0029444640162141237
23,551,0.0023964544651905203
24,1327,0.005771497414351762
25,1286,0.005593176846161541
26,2525,0.010981937431226977
27,2866,0.01246504264471149
28,1441,0.006267315579563593
29,2112,0.009185683902871831
30,500,0.0021746410754904903
31,1655,0.007198061959873523
32,701,0.0030488467878376675
33,2975,0.012939114399168417
34,1052,0.0045754448228319915
35,3171,0.013791573700760689
36,119,0.0005175645759667367
37,845,0.0036751434175789285
38,599,0.0026052200084376075
39,1261,0.005484444792387017
40,2531,0.011008033124132862
41,634,0.0027574448837219415
42,1053,0.004579794104982973
43,654,0.002844430526741561
44,1853,0.008059219825767757
45,550,0.0023921051830395395
46,746,0.0032445644846318114
47,1118,0.004862497444796736
48,245,0.0010655741269903402
49,1802,0.007837406436067727
50,701,0.0030488467878376675
51,1151,0.005006023755779109
52,3117,0.013556712464607717
53,570,0.0024790908260591588
54,2224,0.009672803503781701
55,2526,0.010986286713377957
56,351,0.0015265980349943242
57,2019,0.0087812006628306
58,3050,0.01326531056049199
59,2007,0.008729009277018827
60,1127,0.004901640984155565
61,585,0.0025443300583238735
62,1154,0.0050190716022320515
63,1796,0.007811310743161841
64,1221,0.0053104735063477775
65,1440,0.006262966297412612
66,338,0.0014700573670315715
67,2931,0.012747745984525254
68,1148,0.004992975909326166
69,3835,0.01667949704901206
70,1994,0.008672468609056076
71,669,0.002909669759006276
72,2395,0.010416530751599448
73,1142,0.00496688021642028
74,2567,0.011164607281568177
75,195,0.0008481100194412913
76,382,0.0016614257816747345
77,732,0.003183674534518078
78,686,0.0029836075555729528
79,1899,0.008259286804712882
80,159,0.0006915358620059759
81,538,0.0023399137972277676
82,452,0.001965875532243403
83,2322,0.010099033154577837
84,2460,0.010699234091413212
85,1587,0.006902310773606816
86,720,0.003131483148706306
87,1669,0.007258951909987257
88,777,0.0033793922313122217
89,553,0.0024051530294924824
90,957,0.004162263018488798
91,2146,0.009333559496005185
92,246,0.0010699234091413213
93,877,0.00381432044641032
94,1355,0.005893277314579229
95,567,0.002466042979606216
96,1891,0.008224492547505034
97,766,0.003331550127651431
98,2264,0.00984677478982094
99,2556,0.011116765177907386
100,1041,0.0045276027191712
101,2926,0.012725999573770349
102,4001,0.017401477886074903
103,1289,0.005606224692614484
104,2384,0.010368688647938658
105,1370,0.005958516546843943
106,870,0.003783875471353453
107,6309,0.027439621090539008
108,596,0.0025921721619846646
109,593,0.0025791243155317213
110,766,0.003331550127651431
111,874,0.003801272599957377
112,2776,0.012073607251123202
113,590,0.0025660764690787785
114,584,0.0025399807761728927
115,715,0.003109736737951401
116,380,0.0016527272173727727
117,3427,0.01490498993141182
118,1034,0.004497157744114334
119,1587,0.006902310773606816
120,682,0.0029662104269690286
121,7018,0.03052326213558452
122,1795,0.00780696146101086
123,775,0.00337069366701026
124,646,0.0028096362695337134
125,610,0.002653062112098398
126,2505,0.010894951788207357
127,792,0.0034446314635769365
128,226,0.0009829377661217016
129,693,0.0030140525306298197
130,2815,0.012243229255011461
131,1118,0.004862497444796736
132,492,0.0021398468182826425
133,2654,0.011542994828703523
134,1085,0.004718971133814364
135,608,0.002644363547796436
136,763,0.003318502281198488
137,1289,0.005606224692614484
138,5858,0.025478094840446584
139,774,0.003366344384859279
140,2626,0.011421214928476055
141,439,0.0019093348642806505
142,216,0.0009394449446118919
143,1104,0.004801607494683002
144,831,0.003614253467465195
145,2776,0.012073607251123202
146,559,0.002431248722398368
147,950,0.0041318180434319314
148,1559,0.006780530873379349
149,1895,0.008241889676108958
150,172,0.0007480765299687287
151,1339,0.005823688800163533
152,1964,0.008541990144526645
153,567,0.002466042979606216
154,364,0.0015831387029570769
155,537,0.0023355645150767864
156,1862,0.008098363365126586
157,108,0.0004697224723059459
158,4612,0.02005888928032428
159,857,0.0037273348033907004
160,38,0.00016527272173727726
161,546,0.0023747080544356154
162,396,0.0017223157317884682
163,727,0.003161928123763173
164,1970,0.008568085837432531
165,1317,0.005728004592841952
166,2700,0.011743061807648648
167,2336,0.010159923104691571
168,1126,0.0048972917020045845
169,458,0.001991971225149289
170,56,0.0002435598004549349
171,1883,0.008189698290297186
172,199,0.0008655071480452151
173,355,0.001543995163598248
174,2374,0.010325195826428848
175,707,0.0030749424807435533
176,1488,0.0064717318406596995
177,1632,0.0070980284704009605
178,3020,0.013134832095962562
179,2377,0.01033824367288179
180,666,0.002896621912553333
