ID,Count,Frequency
19,7,0.011784511784511785
20,3,0.005050505050505051
22,3,0.005050505050505051
26,3,0.005050505050505051
27,5,0.008417508417508417
28,17,0.02861952861952862
29,5,0.008417508417508417
30,1,0.0016835016835016834
32,1,0.0016835016835016834
33,89,0.14983164983164984
34,34,0.05723905723905724
37,7,0.011784511784511785
39,10,0.016835016835016835
40,25,0.04208754208754209
43,5,0.008417508417508417
44,28,0.04713804713804714
46,21,0.03535353535353535
47,4,0.006734006734006734
50,1,0.0016835016835016834
52,11,0.018518518518518517
54,20,0.03367003367003367
57,10,0.016835016835016835
58,18,0.030303030303030304
59,34,0.05723905723905724
63,59,0.09932659932659933
64,8,0.013468013468013467
66,1,0.0016835016835016834
67,17,0.02861952861952862
68,5,0.008417508417508417
69,43,0.0723905723905724
72,9,0.015151515151515152
74,5,0.008417508417508417
75,13,0.021885521885521887
77,29,0.04882154882154882
78,299,0.5033670033670034
79,25,0.04208754208754209
80,2,0.003367003367003367
81,2,0.003367003367003367
83,75,0.12626262626262627
84,4,0.006734006734006734
85,11,0.018518518518518517
86,5,0.008417508417508417
90,1,0.0016835016835016834
93,11,0.018518518518518517
94,14,0.02356902356902357
96,103,0.1734006734006734
97,4,0.006734006734006734
98,30,0.050505050505050504
99,4,0.006734006734006734
100,2,0.003367003367003367
101,12,0.020202020202020204
102,36,0.06060606060606061
103,16,0.026936026936026935
104,45,0.07575757575757576
105,12,0.020202020202020204
107,5,0.008417508417508417
110,12,0.020202020202020204
112,24,0.04040404040404041
113,1,0.0016835016835016834
114,2,0.003367003367003367
116,2,0.003367003367003367
117,24,0.04040404040404041
118,50,0.08417508417508418
121,12,0.020202020202020204
122,2,0.003367003367003367
126,6,0.010101010101010102
129,18,0.030303030303030304
131,19,0.03198653198653199
133,17,0.02861952861952862
134,2,0.003367003367003367
138,5,0.008417508417508417
139,8,0.013468013468013467
140,13,0.021885521885521887
143,18,0.030303030303030304
147,10,0.016835016835016835
148,9,0.015151515151515152
149,10,0.016835016835016835
151,8,0.013468013468013467
152,25,0.04208754208754209
153,8,0.013468013468013467
155,73,0.12289562289562289
157,2,0.003367003367003367
158,78,0.13131313131313133
159,22,0.037037037037037035
162,2,0.003367003367003367
164,152,0.2558922558922559
165,4,0.006734006734006734
166,18,0.030303030303030304
171,49,0.08249158249158249
176,108,0.18181818181818182
177,11,0.018518518518518517
178,16,0.026936026936026935
179,7,0.011784511784511785
