ID,Count,Frequency
181,3,0.005050505050505051
182,89,0.14983164983164984
183,18,0.030303030303030304
184,9,0.015151515151515152
185,11,0.018518518518518517
186,53,0.08922558922558922
187,1,0.0016835016835016834
188,11,0.018518518518518517
189,14,0.02356902356902357
190,19,0.03198653198653199
191,18,0.030303030303030304
192,29,0.04882154882154882
193,31,0.05218855218855219
194,16,0.026936026936026935
195,18,0.030303030303030304
196,5,0.008417508417508417
197,58,0.09764309764309764
198,15,0.025252525252525252
