ID,Count,Frequency
181,4,0.006734006734006734
182,11,0.018518518518518517
183,4,0.006734006734006734
184,7,0.011784511784511785
185,2,0.003367003367003367
186,64,0.10774410774410774
188,9,0.015151515151515152
189,5,0.008417508417508417
190,15,0.025252525252525252
191,16,0.026936026936026935
192,35,0.058922558922558925
193,28,0.04713804713804714
194,10,0.016835016835016835
195,23,0.03872053872053872
196,3,0.005050505050505051
197,50,0.08417508417508418
198,27,0.045454545454545456
