ID,Count,Frequency
181,122,0.05279099956728689
182,101,0.04370402423193423
183,153,0.06620510601471224
184,213,0.09216789268714842
185,175,0.07572479446127217
186,252,0.10904370402423194
187,76,0.03288619645175249
188,60,0.025962786672436174
189,99,0.04283859800951969
190,82,0.035482475118996104
191,165,0.07139766334919947
192,149,0.06447425356988316
193,136,0.05884898312418866
194,61,0.026395499783643445
195,130,0.056252704456945045
196,45,0.01947209000432713
197,171,0.0739939420164431
198,121,0.05235828645607962
