ID,Count,Frequency
1,5917,0.019260879613805855
2,6808,0.02216124191495526
3,30897,0.10057518969541313
4,25028,0.08147055855574327
5,29264,0.0952594863982448
6,23425,0.07625251055490995
7,14350,0.04671178341357343
8,6683,0.02175434484689277
9,9282,0.030214548686047987
10,30679,0.09986556120871215
11,16376,0.053306771092730215
12,12218,0.03977174702069967
13,1319,0.004293577862195357
14,24542,0.07988854275511632
15,2837,0.009234935856746191
16,32098,0.1044846567253575
17,19677,0.06405210886612435
18,15803,0.051441554932731774
