ID,Count,Frequency
19,61848,0.01271446720856512
20,12012,0.002469379448151666
21,1,2.0557604463467082e-07
22,8,1.6446083570773665e-06
23,44205,0.009087489053075623
24,10158,0.002088241461398986
25,5,1.027880223173354e-06
26,108676,0.022341182226717486
27,61710,0.012686097714405535
28,33649,0.0069174283259120384
29,2171,0.0004463055929018703
30,29,5.9617052944054535e-06
31,27,5.550553205136112e-06
32,15,3.083640669520062e-06
33,223070,0.04585784827665602
34,26033,0.005351761169974385
35,69750,0.014338929113268289
37,8333,0.0017130651799407118
38,18,3.7003688034240744e-06
39,72006,0.014802708669964106
40,132418,0.02722196867843384
41,3,6.167281339040125e-07
42,28486,0.005856039207463233
43,15096,0.0031033759698049905
44,46480,0.0095551745546195
45,1,2.0557604463467082e-07
46,43897,0.009024171631328145
48,11246,0.002311908197961508
49,16832,0.0034602559832907793
50,17464,0.003590180043499891
51,2905,0.0005971984096637187
52,43932,0.009031366792890358
53,8741,0.0017969402061516575
54,57143,0.011747231918558995
55,107256,0.022049264243336253
56,5,1.027880223173354e-06
57,102048,0.02097862420287889
58,157747,0.03242900431298542
59,27430,0.005638950904329021
60,9,1.8501844017120372e-06
61,251,5.159958720330237e-05
62,28962,0.005953893404709336
63,17901,0.003680016775005242
64,24405,0.005017083369309141
65,37739,0.0077582343484678415
66,19,3.905944848058745e-06
67,24213,0.004977612768739284
68,98415,0.020231766432721128
69,87,1.7885115883216362e-05
70,14646,0.0030108667497193886
71,14,2.8780646248853913e-06
72,109723,0.022556420345449985
73,8,1.6446083570773665e-06
74,5342,0.0010981872304384114
75,3,6.167281339040125e-07
76,9,1.8501844017120372e-06
77,29406,0.00604516916852713
78,34228,0.007036456855755512
79,110515,0.022719236572800644
80,4,8.223041785386833e-07
81,32074,0.006593646055612431
82,23,4.728249026597429e-06
83,25856,0.005315374210074049
84,46056,0.009468010311694398
85,34780,0.007149934832393851
86,13,2.6724885802507204e-06
87,1,2.0557604463467082e-07
88,7673,0.0015773849904818292
89,2,4.1115208926934163e-07
90,9396,0.0019315925153873669
91,1,2.0557604463467082e-07
93,29603,0.00608566764932016
94,12732,0.002617394200288629
95,5,1.027880223173354e-06
96,24397,0.005015438760952064
97,20548,0.0042241765651532155
98,19,3.905944848058745e-06
99,38933,0.008003692145761639
100,114,2.3435669088352474e-05
101,34,6.989585517578808e-06
102,116629,0.023976128509697023
104,67855,0.013949362508685588
105,46,9.456498053194858e-06
106,6,1.233456267808025e-06
107,78540,0.016145942545607046
108,10099,0.0020761124747655404
109,18,3.7003688034240744e-06
110,24,4.9338250712321e-06
111,12316,0.0025318745657206057
112,64928,0.013347641426039907
113,42,8.634193874656174e-06
114,10532,0.002165126902092353
116,28422,0.005842882340606614
117,86387,0.01775909776785531
118,94712,0.01947051833943894
119,45357,0.009324312656494764
120,16259,0.003342460909715113
121,28769,0.0059142172280948445
122,6808,0.0013995617118728388
123,35,7.195161562213478e-06
124,11183,0.0022989569071495235
125,20551,0.0042247932932871195
126,173404,0.03564770844383046
127,12097,0.002486853411945613
128,13,2.6724885802507204e-06
129,14431,0.0029666679001229346
130,36359,0.007474539406871996
131,34677,0.00712876049979648
132,3,6.167281339040125e-07
133,25635,0.005269941904209786
134,13320,0.0027382729145338154
135,1,2.0557604463467082e-07
136,3,6.167281339040125e-07
137,25225,0.005185655725909571
138,36285,0.0074593267795690305
139,8214,0.001688601630629186
140,82574,0.016975236309663307
141,5,1.027880223173354e-06
142,22,4.522672981962758e-06
143,103201,0.021215653382342662
144,17,3.494792758789404e-06
145,35964,0.007393336869241301
146,17861,0.0036717937332198555
147,14318,0.0029434378070792165
148,58046,0.011932867086864102
149,24611,0.005059432034503883
150,4,8.223041785386833e-07
151,13148,0.0027029138348566516
152,118693,0.02440043746582298
153,33597,0.006906738371591036
154,1,2.0557604463467082e-07
155,2096,0.00043088738955427
158,86884,0.017861269062038738
159,3606,0.0007413072169526229
160,3,6.167281339040125e-07
161,12507,0.002571139590245828
162,20686,0.004252546059312801
163,4,8.223041785386833e-07
164,262143,0.05389032106866651
166,72255,0.01485389710507814
167,11621,0.0023889992146995096
168,7,1.4390323124426956e-06
169,11,2.261336490981379e-06
170,1,2.0557604463467082e-07
171,49622,0.010201094486861635
172,3,6.167281339040125e-07
173,15981,0.0032853107693066744
174,51426,0.010571953671382582
175,27528,0.005659097356703218
176,97152,0.01997212388834754
177,94598,0.01944708267035059
178,35440,0.007285615021852734
179,68533,0.014088743066947894
180,13,2.6724885802507204e-06
