ID,Count,Frequency
19,958,1.612794612794613
20,691,1.1632996632996633
22,702,1.1818181818181819
23,1,0.0016835016835016834
26,4,0.006734006734006734
27,1572,2.6464646464646466
28,844,1.4208754208754208
29,1824,3.0707070707070705
30,485,0.8164983164983165
32,609,1.0252525252525253
33,11759,19.796296296296298
34,55,0.09259259259259259
35,336,0.5656565656565656
37,186,0.31313131313131315
39,1558,2.622895622895623
40,4291,7.223905723905724
42,2,0.003367003367003367
43,14,0.02356902356902357
44,3026,5.094276094276094
46,709,1.1936026936026936
47,1084,1.8249158249158248
49,130,0.21885521885521886
50,431,0.7255892255892256
52,323,0.5437710437710438
54,2768,4.65993265993266
55,971,1.6346801346801347
57,106,0.17845117845117844
58,487,0.8198653198653199
59,3736,6.28956228956229
62,624,1.0505050505050506
63,2309,3.887205387205387
64,1560,2.6262626262626263
65,325,0.5471380471380471
66,608,1.0235690235690236
67,2061,3.4696969696969697
68,2440,4.107744107744108
69,830,1.3973063973063973
72,1864,3.138047138047138
74,866,1.4579124579124578
75,26,0.04377104377104377
76,1,0.0016835016835016834
77,1182,1.9898989898989898
78,2112,3.5555555555555554
79,4525,7.617845117845118
80,519,0.8737373737373737
81,240,0.40404040404040403
83,1399,2.355218855218855
84,7,0.011784511784511785
85,1973,3.3215488215488214
86,21,0.03535353535353535
87,1,0.0016835016835016834
88,193,0.32491582491582494
90,963,1.621212121212121
93,278,0.468013468013468
94,1630,2.744107744107744
95,579,0.9747474747474747
96,2411,4.058922558922559
97,425,0.7154882154882155
98,783,1.3181818181818181
99,671,1.1296296296296295
100,206,0.3468013468013468
101,547,0.9208754208754208
102,1437,2.419191919191919
103,26,0.04377104377104377
104,1907,3.2104377104377106
105,19,0.03198653198653199
107,1374,2.313131313131313
108,1,0.0016835016835016834
109,1,0.0016835016835016834
110,527,0.8872053872053872
111,541,0.9107744107744108
112,49,0.08249158249158249
113,237,0.398989898989899
114,758,1.2760942760942762
116,380,0.6397306397306397
117,2260,3.8047138047138045
118,784,1.3198653198653199
119,323,0.5437710437710438
120,135,0.22727272727272727
121,31,0.05218855218855219
122,961,1.6178451178451179
123,170,0.28619528619528617
125,653,1.0993265993265993
126,2977,5.011784511784512
127,21,0.03535353535353535
129,911,1.5336700336700337
131,720,1.2121212121212122
133,878,1.4781144781144782
134,149,0.25084175084175087
137,5,0.008417508417508417
138,2,0.003367003367003367
139,2737,4.607744107744108
140,1906,3.208754208754209
143,1503,2.5303030303030303
144,1,0.0016835016835016834
147,326,0.5488215488215489
148,11,0.018518518518518517
149,1329,2.2373737373737375
151,19,0.03198653198653199
152,325,0.5471380471380471
153,1273,2.143097643097643
155,23,0.03872053872053872
156,28,0.04713804713804714
157,11,0.018518518518518517
158,6316,10.632996632996633
159,35,0.058922558922558925
161,1,0.0016835016835016834
162,558,0.9393939393939394
163,8,0.013468013468013467
164,5765,9.705387205387206
165,13,0.021885521885521887
166,493,0.82996632996633
171,633,1.0656565656565657
174,32,0.05387205387205387
176,1497,2.5202020202020203
177,406,0.6835016835016835
178,1949,3.281144781144781
179,442,0.7441077441077442
180,4,0.006734006734006734
