ID,Count,Frequency
1,3746,0.02183887272706073
2,5512,0.03213450786747431
3,9564,0.055757335494289594
4,7469,0.04354365734074121
5,14850,0.08657428189985367
6,11858,0.06913116732447575
7,7321,0.0426808294807292
8,3246,0.01892391374053367
9,5016,0.02924286855283946
10,15051,0.08774609541243755
11,7335,0.04276244833235197
12,15747,0.09180371832168321
13,3065,0.017868698587410876
14,12834,0.07482116726617656
15,6693,0.03901964099365122
16,19088,0.11128147426965702
17,10736,0.06258999935870903
18,12398,0.07227932302992497
