ID,Count,Frequency
19,5,0.008417508417508417
20,4,0.006734006734006734
26,4,0.006734006734006734
27,8,0.013468013468013467
28,3,0.005050505050505051
33,13,0.021885521885521887
34,2,0.003367003367003367
39,6,0.010101010101010102
40,13,0.021885521885521887
42,1,0.0016835016835016834
44,8,0.013468013468013467
46,6,0.010101010101010102
49,5,0.008417508417508417
52,2,0.003367003367003367
54,2,0.003367003367003367
55,8,0.013468013468013467
57,5,0.008417508417508417
58,12,0.020202020202020204
59,2,0.003367003367003367
61,1,0.0016835016835016834
62,4,0.006734006734006734
63,1,0.0016835016835016834
64,8,0.013468013468013467
67,2,0.003367003367003367
68,8,0.013468013468013467
72,15,0.025252525252525252
77,8,0.013468013468013467
78,5,0.008417508417508417
79,8,0.013468013468013467
81,1,0.0016835016835016834
83,3,0.005050505050505051
84,8,0.013468013468013467
85,3,0.005050505050505051
94,10,0.016835016835016835
97,3,0.005050505050505051
99,3,0.005050505050505051
101,3,0.005050505050505051
102,3,0.005050505050505051
104,3,0.005050505050505051
107,6,0.010101010101010102
110,4,0.006734006734006734
111,1,0.0016835016835016834
112,4,0.006734006734006734
113,1,0.0016835016835016834
114,2,0.003367003367003367
117,3,0.005050505050505051
118,3,0.005050505050505051
119,8,0.013468013468013467
120,1,0.0016835016835016834
121,2,0.003367003367003367
123,1,0.0016835016835016834
124,1,0.0016835016835016834
126,7,0.011784511784511785
127,1,0.0016835016835016834
130,4,0.006734006734006734
133,1,0.0016835016835016834
134,5,0.008417508417508417
137,5,0.008417508417508417
140,13,0.021885521885521887
143,2,0.003367003367003367
146,2,0.003367003367003367
147,3,0.005050505050505051
148,3,0.005050505050505051
149,2,0.003367003367003367
152,5,0.008417508417508417
158,13,0.021885521885521887
159,3,0.005050505050505051
161,1,0.0016835016835016834
162,2,0.003367003367003367
164,26,0.04377104377104377
166,3,0.005050505050505051
171,4,0.006734006734006734
172,3,0.005050505050505051
173,6,0.010101010101010102
174,4,0.006734006734006734
175,3,0.005050505050505051
176,13,0.021885521885521887
177,10,0.016835016835016835
179,6,0.010101010101010102
