ID,Count,Frequency
19,1393,0.007462406719916001
20,1016,0.005442789107993293
21,242,0.001296412366273993
22,560,0.0029999625004687443
23,513,0.0027481799334651176
24,1144,0.006128494822386149
25,1040,0.005571358929441953
26,1945,0.010419512613235192
27,2506,0.01342483218959763
28,1076,0.005764213661614944
29,1679,0.008994530425512539
30,421,0.0022553289512452523
31,1182,0.006332063706346528
32,577,0.0030910327906615454
33,2463,0.01319447792616878
34,815,0.004366016853360762
35,2700,0.014464104912974302
36,145,0.000776776004585657
37,714,0.003824952188097649
38,514,0.0027535370093588114
39,1068,0.00572135705446539
40,2000,0.010714151787388371
41,610,0.0032678162951534535
42,774,0.0041463767417193
43,577,0.0030910327906615454
44,1667,0.008930245514788208
45,433,0.0023196138619695824
46,561,0.0030053195763624385
47,843,0.004516014978384199
48,230,0.0012321274555496628
49,1305,0.0069909840412709125
50,547,0.00293032051385072
51,828,0.004435658839978786
52,2462,0.013189120850275085
53,432,0.002314256786075888
54,1800,0.009642736608649534
55,2103,0.011265930604438873
56,277,0.0014839100225532895
57,1583,0.008480251139717896
58,2417,0.012948052435058848
59,1766,0.009460596028263933
60,829,0.00444101591587248
61,505,0.002705323326315564
62,844,0.004521372054277893
63,1475,0.007901686943198925
64,1019,0.005458860335674376
65,1158,0.006203493884897868
66,282,0.0015106954020217605
67,2679,0.014351606319206725
68,813,0.004355302701573373
69,3122,0.016724790940113247
70,1541,0.008255253952182741
71,461,0.00246961198699302
72,1996,0.010692723483813595
73,752,0.004028521072058028
74,2036,0.010907006519561363
75,136,0.0007285623215424093
76,294,0.0015749803127460907
77,592,0.003171388929066958
78,619,0.003316029978196701
79,1618,0.008667748795997193
80,158,0.0008464179912036813
81,398,0.002132116205690286
82,372,0.0019928322324542372
83,1885,0.010098088059613541
84,1915,0.010258800336424366
85,1206,0.006460633527795188
86,610,0.0032678162951534535
87,1398,0.0074891920993844716
88,623,0.003337458281771478
89,409,0.002191044040520922
90,804,0.004307089018530125
91,1811,0.009701664443480171
92,227,0.0012160562278685802
93,725,0.003883880022928285
94,1204,0.0064499193760078
95,503,0.0026946091745281755
96,1570,0.008410609153099873
97,632,0.0033856719648147253
98,1713,0.00917667100589814
99,2242,0.012010564153662365
100,803,0.004301731942636431
101,2102,0.01126057352854518
102,2812,0.01506409741306805
103,980,0.005249934375820302
104,1918,0.01027487156410545
105,944,0.005057079643647312
106,680,0.0036428116077120466
107,4812,0.025778249200456422
108,491,0.0026303242638038454
109,533,0.002855321451339001
110,645,0.00345531395143275
111,660,0.003535670089838163
112,2352,0.012599842501968725
113,463,0.0024803261387804083
114,580,0.003107104018342628
115,609,0.0032624592192597593
116,370,0.001982118080666849
117,2824,0.015128382323792381
118,882,0.004724940938238272
119,1298,0.006953484510015053
120,627,0.0033588865853462547
121,5833,0.031247823687918185
122,1400,0.00749990625117186
123,621,0.0033267441299840894
124,509,0.0027267516298903408
125,515,0.0027588940852525056
126,2262,0.012117705671536248
127,647,0.0034660281032201385
128,173,0.0009267741296090942
129,699,0.0037445960496922358
130,1969,0.010548082434683852
131,976,0.0052285060722455255
132,423,0.0022660431030326407
133,2190,0.011731996207190266
134,935,0.005008865960604064
135,506,0.002710680402209258
136,564,0.003021390804043521
137,1007,0.005394575424950045
138,4238,0.02270328763747596
139,644,0.003449956875539056
140,2263,0.012123062747429943
141,323,0.0017303355136632221
142,165,0.0008839175224595407
143,976,0.0052285060722455255
144,674,0.0036106691523498814
145,2267,0.01214449105100472
146,415,0.002223186495883087
147,797,0.004269589487274266
148,1330,0.007124910938613268
149,1485,0.007955257702135865
150,160,0.0008571321429910698
151,1146,0.006139208974173537
152,1570,0.008410609153099873
153,510,0.002732108705784035
154,291,0.001558909085065008
155,489,0.002619610112016457
156,1516,0.008121327054840385
157,124,0.0006642774108180791
158,4214,0.0225747178160273
159,703,0.0037660243532670126
160,34,0.00018214058038560233
161,502,0.0026892520986344813
162,363,0.0019446185494109895
163,525,0.0028124648441894477
164,1629,0.008726676630827828
165,1102,0.005903497634850993
166,2238,0.011989135850087589
167,1896,0.010157015894444177
168,922,0.00493922397398604
169,420,0.002249971875351558
170,73,0.00039106654023967556
171,1595,0.008544536050442227
172,166,0.0008892745983532349
173,335,0.0017946204243875523
174,1940,0.01039272723376672
175,572,0.0030642474111930744
176,1117,0.005983853773256406
177,1296,0.006942770358227665
178,2450,0.013124835939550756
179,1927,0.010323085247148697
180,549,0.002941034665638108
